,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,1.972123513493154,-3.5534892557922766,-4.222247675854027,-5.916716523806543,-9.498736163682292,-1.307784681759591,-0.11281603525359563,1.0
1,-9.678075886787743,0.7477443824008215,1.005817505536948,-0.4659494689923259,0.8118502426493653,-1.6860791109345836,-0.18560702945336596,0.0
2,-9.302604599720102,1.054166214473912,1.164193404270613,-0.16045794814900374,-0.5154591393686703,0.26500418213518706,-0.08267357654133874,0.0
3,35.142558327518465,-7.865135398013506,-1.1876813564403745,0.69386206354938,-0.5126866972246271,-0.3455748696550744,0.5281026167386974,1.0
4,-9.919292168399801,0.7570514116128048,1.236198293647682,0.42237177159552153,1.5147281649993651,-1.127789891941369,-0.25270281513893317,0.0
5,-9.566188735911123,0.6455449326765879,0.7756381925538376,-0.4609961994272264,1.0007857149203825,-1.2396209857251872,-0.9971360967603294,0.0
6,-9.951078439167537,0.7957450032138127,1.2636543508932045,0.5993440698941827,1.7266203852825348,-0.9309638313235938,-0.09956282929611608,0.0
7,-9.788454675465506,0.7854469150208843,1.4424028615909195,0.37885125485147736,1.338591758932145,0.1353222636842263,1.4418361610931285,0.0
8,-9.875272415089352,0.8554894889642685,1.351832308567693,0.502323595722888,1.5644242987091954,-0.12143953194616584,-0.5078702837446378,0.0
9,-9.630369671199485,0.7019440117702416,1.3467480408397021,-0.26710335872074586,0.4813104925446818,0.2708995587100421,2.140027456611691,0.0
10,5.269132685427293,3.5434268146815366,-4.0205641345615035,4.317138343197928,-7.792374182671859,1.6079587088369363,-0.20775447754925525,1.0
11,-9.817398083152142,0.8138125264925354,1.1594294113008254,0.23876489397244668,1.2072981329622445,-0.1420443041628858,-0.4575551642263688,0.0
12,-9.860308152879325,0.6715354370964812,0.7709358634242788,0.19292348966443568,0.6595941811060498,0.6775590423471449,-0.11754394212720704,0.0
13,-9.840573987964815,0.7297228073497689,1.139337826427784,0.04779678548270368,1.0715193668578793,-0.6822660232823047,-0.06966562729212515,0.0
14,-9.396897065915725,1.1374454085053505,2.26433886633079,0.6996716018745553,1.51621657026772,-0.2060829783192286,0.11900748899572847,0.0
15,-9.735924485562373,0.6124432778538875,0.47007471884866125,-0.4804589476308776,0.309399643139656,-0.13190432540931066,-0.8486510883380664,1.0
16,-9.74604521864869,1.1650906726372474,1.60177568623912,0.9805605607107459,1.497423269874527,-0.256100613035149,0.23664923136651617,0.0
17,-9.2489464539746,0.4249609408166175,0.9672778214113372,-0.07559416355726273,-0.5125763122347872,1.2932081725596751,5.551522310102346,1.0
